case,s-corona,r-corona,r,s,3 discs density,density,type,minpoly r,minpoly s,1-discs,r-discs,s-discs,111,11r,11s,1rr,1rs,1ss,rrr,rrs,rss,sss,minpoly density
1,111,1111,0.414214,0.154701,0.934147,0.950308,E,r^2 + 2*r - 1,3*s^2 + 6*s - 1,2,1,2,0,4,6,0,0,0,0,0,0,0,1296*x^4 - 70848*x^3 + 978696*x^2 - 1218480*x + 277633
2,111,111r,0.280776,0.154701,0.940557,0.950308,E,2*r^2 + 3*r - 1,3*s^2 + 6*s - 1,2,2,2,0,4,6,2,0,0,0,0,0,0,429981696*x^8 - 8169652224*x^7 - 73266342912*x^6 - 153416871936*x^5 - 263255909760*x^4 - 150788729088*x^3 - 39996398412*x^2 - 271377539856*x + 91417336609
3,111,111rr,0.545151,0.154701,0.92284,0.950308,S,r^8 - 8*r^7 - 44*r^6 - 232*r^5 - 482*r^4 - 24*r^3 + 388*r^2 - 120*r + 9,3*s^2 + 6*s - 1,3,3,2,0,6,6,3,0,0,1,0,0,0,531441*x^8 + 42515280*x^7 - 3572936892*x^6 - 218665532880*x^5 + 839575198224*x^4 - 2968865291520*x^3 + 3249268890048*x^2 - 1978695371520*x + 370347023872
4,111,11r1r,0.533296,0.154701,0.928312,0.914179,L,8*r^3 + 3*r^2 - 2*r - 1,3*s^2 + 6*s - 1,2,2,2,0,2,6,4,0,0,0,0,0,0,191102976*x^6 - 278691840*x^5 - 3733490880*x^4 - 13677729984*x^3 + 17921329668*x^2 - 7903973472*x + 1152613849
5,111,11rrr,0.386106,0.154701,0.927625,0.950308,H,9*r^4 - 12*r^3 - 26*r^2 - 12*r + 9,3*s^2 + 6*s - 1,3,7,2,0,6,6,6,0,0,6,0,0,0,104976*x^4 - 186624*x^3 - 617328*x^2 - 317160*x + 151477
6,1111,11r1r,0.533296,0.414214,0.916723,0.920151,E,8*r^3 + 3*r^2 - 2*r - 1,s^2 + 2*s - 1,2,2,1,0,2,4,4,0,0,0,0,0,0,94633984*x^6 - 437137408*x^5 + 822636048*x^4 - 779088832*x^3 + 390013000*x^2 - 100055280*x + 10247041
7,111s,1111,0.414214,0.280776,0.925954,0.931901,E,r^2 + 2*r - 1,2*s^2 + 3*s - 1,2,1,2,0,4,4,0,0,2,0,0,0,0,65536*x^8 - 7176192*x^7 + 153475072*x^6 - 501855744*x^5 + 1038000912*x^4 - 1282425024*x^3 + 996096392*x^2 - 478725456*x + 80586529
8,111s,11r1r,0.533296,0.280776,0.921621,0.931901,E,8*r^3 + 3*r^2 - 2*r - 1,2*s^2 + 3*s - 1,2,2,2,0,2,4,4,0,2,0,0,0,0,2027499441618944*x^12 - 6972449908326400*x^11 + 13251577808683008*x^10 - 18687265215610880*x^9 + 14159072376602624*x^8 - 8595482766295040*x^7 + 1744041302248448*x^6 - 1997432415311872*x^5 + 2989559244283072*x^4 - 4011849474912576*x^3 + 2949581829552196*x^2 - 1078769957952848*x + 146076447991681
9,111s,11rrr,0.386106,0.280776,0.922224,0.931901,E,9*r^4 - 12*r^3 - 26*r^2 - 12*r + 9,2*s^2 + 3*s - 1,5,7,4,2,6,8,6,0,4,6,0,0,0,148325563310951890944*x^16 - 1736330888024250384384*x^15 + 4315739011359112691712*x^14 - 1790990126064466919424*x^13 - 12702004468909696475136*x^12 - 14810337857572461969408*x^11 + 79794249593535735475968*x^10 + 62289421160670736574976*x^9 + 5060868415268911084787*x^8 - 66634064449648398293472*x^7 - 14511862393603594839700*x^6 + 10295932636200695516928*x^5 + 5627765305298737279936*x^4 - 60699580933543391189952*x^3 - 25627165624855606801112*x^2 - 546532939190326128768*x + 3860226645226336285004
10,11ss,111,0.154701,0.101021,0.956369,0.96243,H,3*r^2 + 6*r - 1,s^2 - 10*s + 1,1,1,3,0,3,3,0,0,3,0,0,0,1,11664*x^4 + 31104*x^3 - 85893912*x^2 - 114552864*x + 42831409
11,11ss,1111,0.414214,0.101021,0.939773,0.96243,E,r^2 + 2*r - 1,s^2 - 10*s + 1,2,1,6,0,4,6,0,0,6,0,0,0,2,16*x^4 - 19136*x^3 + 1690184*x^2 - 21207472*x + 6193249
12,11ss,111r,0.280776,0.101021,0.946257,0.96243,E,2*r^2 + 3*r - 1,s^2 - 10*s + 1,2,2,6,0,4,6,2,0,6,0,0,0,2,4294967296*x^16 - 7775330022457344*x^14 + 1347675255984881664*x^12 + 154949802983352982831104*x^10 + 1000772384564846511126503424*x^8 - 24558398751454751878939137024*x^6 - 28935243339165239260433540976*x^4 - 17599514446624381865912137176*x^2 + 1853111697716252010066650721
13,11ss,111rr,0.545151,0.101021,0.925971,0.96243,S,r^8 - 8*r^7 - 44*r^6 - 232*r^5 - 482*r^4 - 24*r^3 + 388*r^2 - 120*r + 9,s^2 - 10*s + 1,3,3,6,0,6,6,3,0,6,1,0,0,2,x^16 - 9408*x^15 - 73983432*x^14 - 9007424352*x^13 + 454708273968*x^12 + 67346728598016*x^11 - 148031236596096*x^10 - 102586698312012288*x^9 + 1748688550977676032*x^8 + 68856028321558007808*x^7 - 5565574085218556590080*x^6 - 106796865944007018381312*x^5 + 628919664584612209532928*x^4 - 2474186824685976144150528*x^3 + 2763936457774157507788800*x^2 - 1686398549955206599802880*x + 315790439169903451766784
14,11ss,11r1r,0.533296,0.101021,0.933055,0.96243,L,8*r^3 + 3*r^2 - 2*r - 1,s^2 - 10*s + 1,2,2,6,0,2,6,4,0,6,0,0,0,2,68719476736*x^12 - 20358144983040*x^11 - 1104655220211712*x^10 + 2391401228664832*x^9 + 138434695954171662336*x^8 - 19403190526699711684608*x^7 + 732462438569079357291008*x^6 - 809056423811902942354944*x^5 - 438528110402507474673008*x^4 + 165339315891424207575552*x^3 + 355582367801722165088904*x^2 - 246445432562586918669856*x + 42280178186997175444321
15,11ss,11rrr,0.386106,0.101021,0.930655,0.96243,H,9*r^4 - 12*r^3 - 26*r^2 - 12*r + 9,s^2 - 10*s + 1,3,7,6,0,6,6,6,0,6,6,0,0,2,3779136*x^8 - 23514624*x^7 - 14334480576*x^6 + 66088673280*x^5 + 13589617072768*x^4 - 42437980460736*x^3 - 22553032642920*x^2 - 8745088756320*x + 5568231324681
16,11sss,1111,0.414214,0.386106,0.918009,0.920063,E,r^2 + 2*r - 1,9*s^4 - 12*s^3 - 26*s^2 - 12*s + 9,5,2,7,2,8,6,0,0,6,0,0,0,6,6879707136*x^8 + 19110297600*x^7 - 92939747328*x^6 - 305857069056*x^5 + 327449872384*x^4 + 1146280002560*x^3 + 437604218624*x^2 - 1626467821088*x + 407623656721
17,11sss,111rr,0.545151,0.386106,0.915604,0.920063,S,r^8 - 8*r^7 - 44*r^6 - 232*r^5 - 482*r^4 - 24*r^3 + 388*r^2 - 120*r + 9,9*s^4 - 12*s^3 - 26*s^2 - 12*s + 9,6,6,7,0,12,6,6,0,6,2,0,0,6,9124720988780115009404928*x^16 + 597983015323582638613069824*x^15 - 232756704358282481909760000*x^14 - 311904730624772658908479094784*x^13 + 3140285731555875918783263096832*x^12 - 15915516378123256716028759769088*x^11 + 45669769132797798769990759587840*x^10 - 81204477197179993088053233254400*x^9 + 170273301426185675478130889998848*x^8 - 862597420836790053716591275229184*x^7 + 3694101782915670116522544882518528*x^6 - 9838889143355630606112321899876352*x^5 + 16668281679364836659326311468774720*x^4 - 17823349432306611819524936443880448*x^3 + 11493779846978714515482748850506080*x^2 - 4162509207995487917777207091396864*x + 576395168403660555781890234690939
18,11sss,11r1r,0.533296,0.386106,0.915638,0.920063,L,8*r^3 + 3*r^2 - 2*r - 1,9*s^4 - 12*s^3 - 26*s^2 - 12*s + 9,5,4,7,2,4,6,8,0,6,0,0,0,6,5204292167245234176*x^12 - 5165502176906182656*x^11 - 72689678480204070912*x^10 - 75854728518696391680*x^9 + 845481059434796101713*x^8 + 48521574742961313792*x^7 - 1460731804545667929596*x^6 - 1295717815596400187488*x^5 + 91001801104769421504*x^4 + 555619905569689294656*x^3 + 119481639807736842104*x^2 - 196524852175412704832*x + 36285224775229019716
19,1srrs,rrsrsss,0.552452,0.349198,0.916193,0.916193,H,r^8 - 1000*r^7 - 8004*r^6 + 17960*r^5 - 13050*r^4 + 4136*r^3 - 580*r^2 + 24*r + 1,s^4 - 28*s^3 - 10*s^2 + 4*s + 1,1,6,12,0,0,0,0,0,12,2,12,12,0,20736*x^8 + 1809506304*x^7 + 33226609446144*x^6 + 1507854577379328*x^5 + 14771703045423456*x^4 - 52715975618483712*x^3 + 61244770786835280*x^2 - 30148119656897664*x + 4780812926767777
20,11r,1r1s1r,0.533296,0.121445,0.931369,0.931369,L,8*r^3 + 3*r^2 - 2*r - 1,152*s^3 - 33*s^2 + 10*s - 1,1,2,2,0,0,2,4,4,0,0,0,0,0,184832*x^3 - 123444*x^2 + 71680*x - 15217
21,11r,1r1s1s,0.280776,0.088796,0.95729,0.95729,E,2*r^2 + 3*r - 1,4*s^4 + 24*s^3 - 33*s^2 + 14*s - 1,1,2,4,0,0,4,2,8,0,0,0,0,0,4096*x^4 + 217088*x^3 - 128148*x^2 + 248896*x - 70121
22,11r,1r1s1s1s,0.637556,0.130952,0.943994,0.943993,L,r^4 - 10*r^2 - 8*r + 9,71*s^4 + 240*s^3 - 302*s^2 + 104*s - 9,2,2,6,0,0,6,2,12,0,0,0,0,0,2177712*x^4 + 46830016*x^3 + 16326392*x^2 + 46183776*x - 16639793
23,11r,1rr1s,0.101021,0.047574,0.974745,0.974745,H,r^2 - 10*r + 1,23*s^4 + 236*s^3 - 158*s^2 + 28*s - 1,1,6,6,0,0,6,6,12,0,2,0,0,0,76176*x^4 - 15655680*x^3 - 4873680600*x^2 - 1071368640*x + 802061761
24,11r,1rr1s1s,0.545151,0.122612,0.932758,0.932758,S,r^8 - 8*r^7 - 44*r^6 - 232*r^5 - 482*r^4 - 24*r^3 + 388*r^2 - 120*r + 9,1009*s^8 - 2616*s^7 + 16036*s^6 - 31640*s^5 + 28462*s^4 - 12712*s^3 + 2740*s^2 - 264*s + 9,3,3,6,2,0,6,3,12,0,1,0,0,0,1018081*x^8 - 55515744*x^7 - 7281553428*x^6 - 27034974864*x^5 + 2115737811792*x^4 - 21181593531456*x^3 + 33252579952128*x^2 - 23213110802688*x + 4498808677632
25,11r,1rrr1s,0.386106,0.104582,0.939902,0.939902,H,9*r^4 - 12*r^3 - 26*r^2 - 12*r + 9,47*s^4 + 164*s^3 + 2*s^2 + 84*s - 9,2,7,6,0,0,6,6,12,0,6,0,0,0,2087027856*x^4 - 25663412736*x^3 + 1437032232*x^2 - 9184389120*x + 3289684177
26,11r,1s1s1s,0.154701,0.062782,0.971756,0.971756,H,3*r^2 + 6*r - 1,33*s^2 - 18*s + 1,1,2,6,0,0,6,0,12,0,0,0,0,0,13068*x^2 + 40032*x - 13633
27,11r,1s1s1s1s,0.414214,0.108194,0.956927,0.956927,E,r^2 + 2*r - 1,7*s^2 - 10*s + 1,2,2,8,0,0,8,0,16,0,0,0,0,0,98*x^2 - 368*x + 103
28,1rr,1111srs,0.637556,0.112757,0.918916,0.918915,L,r^4 - 10*r^2 - 8*r + 9,73*s^4 - 28*s^3 + 30*s^2 - 12*s + 1,2,2,2,0,6,0,0,4,0,0,2,0,0,2302128*x^4 + 9536960*x^3 + 4702392*x^2 + 5093824*x - 2147777
29,1rr,111srrs,0.545151,0.100272,0.918693,0.918693,S,r^8 - 8*r^7 - 44*r^6 - 232*r^5 - 482*r^4 - 24*r^3 + 388*r^2 - 120*r + 9,2521*s^8 + 2984*s^7 - 1332*s^6 - 264*s^5 + 614*s^4 - 680*s^3 + 364*s^2 - 120*s + 9,3,3,3,2,6,0,0,6,0,1,3,0,0,1626992896*x^8 - 88621135872*x^7 - 26247462327936*x^6 - 810092895743232*x^5 + 4593496415362416*x^4 - 17138043795480768*x^3 + 18232742605227228*x^2 - 10394072341102512*x + 1877089485174129
30,1rr,111srs,0.280776,0.058739,0.937456,0.937456,E,2*r^2 + 3*r - 1,43*s^4 + 56*s^3 + 14*s^2 + 16*s - 1,1,2,2,0,4,0,0,4,0,0,2,0,0,7573504*x^4 + 6242304*x^3 + 2391532*x^2 + 4366048*x - 1741697
31,1rr,11srrrs,0.386106,0.076478,0.930672,0.930672,H,9*r^4 - 12*r^3 - 26*r^2 - 12*r + 9,23*s^4 + 156*s^3 + 2*s^2 + 12*s - 1,2,7,6,0,6,0,0,12,0,6,6,0,0,499790736*x^4 - 15390881280*x^3 - 7111954008*x^2 - 5304745728*x + 2591913601
32,1rr,11srrs,0.101021,0.023527,0.965442,0.965442,H,r^2 - 10*r + 1,23*s^4 - 68*s^3 - 62*s^2 + 44*s - 1,1,6,6,0,6,0,0,12,0,2,6,0,0,76176*x^4 - 1486080*x^3 - 2495745240*x^2 - 5231499840*x + 1843429441
33,1rr,11srs1srs,0.533296,0.098605,0.936842,0.936842,L,8*r^3 + 3*r^2 - 2*r - 1,29*s^3 + 29*s^2 + 7*s - 1,1,2,4,0,2,0,0,8,0,0,4,0,0,861184*x^3 - 1547092*x^2 + 1263360*x - 262001
34,1rr,1srrs1srs,0.349198,0.070465,0.956465,0.956465,H,r^4 - 28*r^3 - 10*r^2 + 4*r + 1,73*s^4 + 36*s^3 - 34*s^2 - 12*s + 1,1,6,12,0,0,0,0,24,0,2,12,0,0,767376*x^4 + 70166016*x^3 + 993978024*x^2 - 6039997440*x + 1744770913
35,1rssr,11ss,0.07848,0.071797,0.968463,0.968463,H,4*r^4 - 32*r^3 + 44*r^2 - 16*r + 1,s^2 - 14*s + 1,1,6,6,0,6,0,0,12,0,0,0,6,2,9*x^4 + 6696*x^3 + 1231734*x^2 - 1197576*x + 251929
36,1rsss,11ss,0.065979,0.057191,0.972116,0.972116,H,23*r^4 + 68*r^3 - 78*r^2 + 20*r - 1,9*s^2 - 18*s + 1,1,6,14,0,6,0,0,12,6,0,0,6,12,499790736*x^4 + 12879295488*x^3 - 333726217560*x^2 - 51728626944*x + 47574524161
37,rrr,111rsr,0.545151,0.084335,0.913294,0.913294,S,r^8 - 8*r^7 - 44*r^6 - 232*r^5 - 482*r^4 - 24*r^3 + 388*r^2 - 120*r + 9,27*s^8 + 648*s^7 - 1332*s^6 + 48456*s^5 + 46554*s^4 + 12120*s^3 + 188*s^2 - 168*s + 3,3,3,1,2,6,0,3,0,0,0,3,0,0,5038848*x^8 + 389670912*x^7 - 47560659840*x^6 - 898719038208*x^5 + 13765106763216*x^4 - 148210245081216*x^3 + 185208702308180*x^2 - 122867476775088*x + 23611303668819
38,rrr,11rsr,0.101021,0.015628,0.962873,0.962873,H,r^2 - 10*r + 1,9*s^4 + 180*s^3 - 258*s^2 - 60*s + 1,1,6,2,0,6,0,6,0,0,0,6,0,0,11664*x^4 + 3048192*x^3 - 864748440*x^2 - 23846976*x + 88453201
39,rrr,11rsrsr,0.386106,0.059731,0.926535,0.926535,H,9*r^4 - 12*r^3 - 26*r^2 - 12*r + 9,27*s^4 - 108*s^3 + 170*s^2 - 60*s + 3,2,7,6,0,6,0,6,0,0,0,18,0,0,314928*x^4 - 746496*x^3 - 237384*x^2 - 17629056*x + 5236667
40,rrr,1r1rsr,0.349198,0.054021,0.927766,0.927765,H,r^4 - 28*r^3 - 10*r^2 + 4*r + 1,9*s^4 + 540*s^3 - 594*s^2 + 12*s + 1,1,6,2,0,0,0,12,0,0,0,6,0,0,11664*x^4 + 1617408*x^3 + 54519912*x^2 - 50717952*x + 10181329
41,rrss,111rssr,0.545151,0.055071,0.913759,0.913759,S,r^8 - 8*r^7 - 44*r^6 - 232*r^5 - 482*r^4 - 24*r^3 + 388*r^2 - 120*r + 9,s^16 - 80*s^15 - 4248*s^14 - 221520*s^13 - 4444340*s^12 + 1561200*s^11 + 369044216*s^10 - 1410564240*s^9 + 1569900342*s^8 - 255938800*s^7 - 123602920*s^6 - 142452720*s^5 - 41220692*s^4 - 675120*s^3 + 356616*s^2 - 10800*s + 81,3,3,3,2,6,0,3,0,0,0,3,3,1,65536*x^16 + 308281344*x^15 - 184633589760*x^14 + 57480026259456*x^13 - 1010513442889728*x^12 - 1654565676734251008*x^11 + 132415835553130825728*x^10 + 1101393084044250021888*x^9 - 453287393697023802706176*x^8 + 14425918624049121590556672*x^7 + 382496819650903589893520256*x^6 - 5751713343114886572683352576*x^5 + 27661002326531114554465584624*x^4 - 77819754982852364364018990720*x^3 + 80746582506448746118945242744*x^2 - 46144486322291138502240374400*x + 8319085290208051625240416161
42,rrss,11rssr,0.101021,0.010205,0.962997,0.962997,H,r^2 - 10*r + 1,s^2 - 98*s + 1,1,6,6,0,6,0,6,0,0,0,6,6,2,144*x^4 - 40648190424*x^2 + 3819363601
43,rrss,11rssrssr,0.386106,0.039005,0.928342,0.928342,H,9*r^4 - 12*r^3 - 26*r^2 - 12*r + 9,81*s^8 - 1080*s^7 - 22788*s^6 - 101640*s^5 + 792550*s^4 - 101640*s^3 - 22788*s^2 - 1080*s + 81,2,7,18,0,6,0,6,0,0,0,18,18,6,892616806656*x^8 - 940487515398144*x^7 - 68548128907021056*x^6 - 26885748035302742016*x^5 + 874890342940595826528*x^4 - 3165051569226064538112*x^3 - 1779888200264625954096*x^2 - 1447695773511876160128*x + 658273584780024780289
44,rrss,1r1rssr,0.349198,0.035276,0.928636,0.928636,H,r^4 - 28*r^3 - 10*r^2 + 4*r + 1,s^4 + 4*s^3 - 10*s^2 - 28*s + 1,1,6,6,0,0,0,12,0,0,0,6,6,2,144*x^4 + 347904*x^3 + 3860520*x^2 - 109215168*x + 31937041
45,111r,111s1s,0.699743,0.376571,0.917903,0.917903,L,r^4 + r^3 - 2*r^2 + 12*r - 8,s^4 + s^3 - 4*s^2 - 4*s + 2,2,1,2,0,2,4,0,4,0,0,0,0,0,262144*x^8 - 737280*x^6 - 480512*x^4 - 814060*x^2 + 73441
46,111r,11r1s,0.457156,0.331151,0.922595,0.922595,L,r^11 + 2*r^10 - 3*r^9 - 56*r^8 - 46*r^7 + 252*r^6 - 14*r^5 - 344*r^4 + 877*r^3 + 658*r^2 - 175*r - 128,s^11 + 8*s^10 + 17*s^9 - 2*s^8 - 30*s^7 + 12*s^6 + 46*s^5 - 16*s^4 - 15*s^3 + 20*s^2 - 11*s + 2,2,2,2,0,2,4,2,4,0,0,0,0,0,1048576*x^11 - 3325952*x^10 - 40566784*x^9 - 69715712*x^8 + 16916480*x^7 - 164813824*x^6 - 291113728*x^5 - 61112800*x^4 - 162278528*x^3 - 130279136*x^2 - 68725936*x + 36725981
47,111r,1r1r1s,0.769298,0.386662,0.91567,0.91567,H,2*r^6 - 2*r^5 + 2*r^4 + 6*r^3 - 3*r - 1,2*s^6 + 8*s^5 + 8*s^4 - 2*s^3 - 2*s^2 + 3*s - 1,2,2,2,0,0,4,4,4,0,0,0,0,0,1048576*x^12 + 2883584*x^10 + 376832*x^8 + 532480*x^6 - 384*x^4 + 7116*x^2 - 961
48,111r,1rr1s,0.320328,0.294092,0.923074,0.923074,S,r^16 - 40*r^15 + 672*r^14 - 5960*r^13 + 27908*r^12 - 98952*r^11 + 537232*r^10 - 748968*r^9 + 3049934*r^8 - 3102968*r^7 + 5875392*r^6 - 2816344*r^5 + 4005076*r^4 - 3306072*r^3 + 822672*r^2 - 46008*r + 729,s^16 + 24*s^15 + 192*s^14 + 928*s^13 + 3380*s^12 + 8792*s^11 + 13024*s^10 + 4416*s^9 - 14242*s^8 - 14392*s^7 + 6272*s^6 + 9824*s^5 - 2908*s^4 - 2616*s^3 + 1312*s^2 - 192*s + 9,3,3,3,2,0,6,3,6,0,1,0,0,0,268435456*x^16 + 57327747072*x^15 - 4794159120384*x^14 - 801245781688320*x^13 + 9323163030417408*x^12 + 984709281502199808*x^11 + 15401859603725657088*x^10 + 82806653048652324864*x^9 + 63698202743763370752*x^8 - 836898065202694864896*x^7 + 1063374599243764274112*x^6 - 1336537958345676043776*x^5 + 1706438832005901060432*x^4 - 1226995856347502361600*x^3 + 970108876249597567116*x^2 - 812855179005892081632*x + 175886300643749531361
